category,brand,condition,seller_reputation,suspected_fraud,log_price
1,12,0,5,0,7.313886831633462
2,32,0,3,1,7.496097345175956
1,12,1,5,0,7.0909098220799835
0,0,1,4,1,4.795790545596741
0,0,1,2,0,4.795790545596741
0,0,1,2,0,4.795790545596741
2,32,1,5,0,8.071218539969863
0,0,0,5,1,4.454347296253507
2,32,1,4,0,7.496097345175956
0,0,0,3,0,4.454347296253507
2,32,0,3,1,7.208600337960199
2,32,0,3,0,7.280008252884188
0,0,0,1,1,4.795790545596741
2,7,0,4,0,7.496097345175956
2,32,1,4,1,7.0909098220799835
0,18,0,1,0,4.795790545596741
0,0,1,1,1,4.795790545596741
1,1,0,5,0,7.090901495650648
0,0,0,4,0,4.330733340286331
2,32,1,3,0,7.280008252884188
2,32,1,2,0,7.208600337960199
1,1,0,3,1,7.170880792087884
0,0,0,2,0,4.795790545596741
1,12,0,3,1,7.313880169386086
2,32,1,3,0,7.280008252884188
2,32,1,1,1,7.0909098220799835
1,1,0,1,1,7.170880792087884
0,0,0,3,1,4.454347296253507
2,32,1,4,0,7.0909098220799835
2,32,1,1,0,7.496097345175956
0,18,0,1,1,4.795790545596741
1,1,1,4,0,7.170880792087884
2,32,1,4,0,7.467942332285852
2,32,1,3,0,7.0909098220799835
2,23,1,3,0,8.071218539969863
2,8,0,5,0,6.111467339502679
0,0,0,4,0,4.795790545596741
1,1,1,2,0,7.170880792087884
1,12,0,5,0,7.280008252884188
2,32,0,4,0,8.071218539969863
1,1,0,3,0,7.170880792087884
1,1,1,5,0,7.170880792087884
0,0,1,4,1,4.330733340286331
1,1,1,5,1,7.170880792087884
1,1,0,4,1,7.170880792087884
0,0,1,1,0,4.454347296253507
0,0,0,2,1,4.795790545596741
2,32,0,3,1,8.071218539969863
0,0,1,5,1,4.795790545596741
2,32,0,2,1,7.496097345175956
2,2,0,1,0,7.208600337960199
2,32,0,3,0,7.208600337960199
0,0,1,5,0,4.330733340286331
2,32,1,1,1,8.071218539969863
2,26,0,1,1,8.071218539969863
2,17,1,3,1,7.313886831633462
2,2,0,4,1,6.85751406254539
1,1,0,5,0,7.090901495650648
2,32,1,3,0,7.496097345175956
1,12,0,3,0,7.0909098220799835
1,1,0,1,0,7.24493440855279
2,32,1,4,0,7.496097345175956
2,32,1,1,0,6.85751406254539
1,1,1,1,0,7.170880792087884
0,0,1,2,1,4.330733340286331
2,26,1,3,1,8.071218539969863
0,18,1,4,0,4.795790545596741
1,5,0,1,0,7.0909098220799835
0,0,0,4,0,4.795790545596741
1,12,1,4,1,7.170880792087884
2,32,0,5,1,8.071218539969863
2,32,0,1,1,7.280008252884188
2,10,1,1,0,7.244941546337007
1,5,1,5,1,7.0909098220799835
2,26,0,4,1,6.621405651764134
1,5,0,4,0,7.0909098220799835
1,12,0,5,0,7.0909098220799835
1,1,1,1,0,7.170880792087884
2,28,0,4,0,7.208600337960199
2,2,1,5,1,7.280008252884188
0,18,1,3,0,4.795790545596741
1,1,0,1,0,7.170880792087884
1,1,1,2,0,7.170880792087884
0,0,1,1,0,4.795790545596741
1,12,0,4,1,7.24493440855279
2,23,0,2,0,7.783640596221253
0,18,0,2,1,4.795790545596741
0,0,1,1,0,4.795790545596741
0,6,0,5,0,4.330733340286331
2,32,1,5,0,7.0909098220799835
0,4,0,2,1,4.795790545596741
2,2,0,2,0,6.7464121285733745
1,12,1,5,0,7.0909098220799835
1,1,1,3,1,7.170880792087884
1,12,0,1,1,7.313880169386086
0,0,1,1,0,4.795790545596741
0,0,0,5,1,4.330733340286331
0,0,1,5,1,4.795790545596741
1,1,0,2,1,7.170880792087884
0,0,1,3,0,4.330733340286331
1,1,0,2,0,7.170880792087884
0,0,1,3,0,4.795790545596741
0,0,0,1,1,4.330733340286331
1,1,0,2,0,7.170880792087884
0,0,0,3,0,4.795790545596741
1,1,1,2,0,7.170880792087884
2,32,0,5,0,7.280008252884188
0,0,1,4,0,4.454347296253507
2,10,0,2,1,7.0909098220799835
0,0,0,4,0,4.795790545596741
0,18,1,4,1,4.795790545596741
2,3,0,4,0,6.7464121285733745
1,1,0,1,0,7.090901495650648
2,32,0,1,1,8.071218539969863
0,0,1,5,0,4.2626798770413155
2,32,1,1,1,7.467942332285852
2,8,1,1,1,5.860786223465865
1,12,1,2,1,7.0909098220799835
0,0,0,5,0,4.795790545596741
1,1,1,1,0,7.0909098220799835
0,0,0,3,0,4.2626798770413155
0,0,1,5,0,4.330733340286331
2,32,1,3,0,7.0909098220799835
0,0,0,3,1,5.017279836814924
2,8,0,4,1,5.860786223465865
1,1,1,3,0,7.170880792087884
0,0,0,5,1,4.795790545596741
2,10,1,4,1,7.0909098220799835
2,32,1,2,1,7.496097345175956
0,0,0,2,1,4.795790545596741
2,32,0,4,0,7.1316985104669115
2,32,0,2,0,7.208600337960199
0,18,0,1,1,4.795790545596741
0,0,1,2,0,4.795790545596741
2,26,0,3,0,8.086717920303906
1,12,1,4,0,7.313886831633462
1,12,0,5,1,7.313880169386086
2,32,0,1,0,8.071218539969863
2,32,0,2,0,7.1316985104669115
1,1,1,1,0,7.170880792087884
0,0,1,3,1,4.795790545596741
2,32,0,1,0,7.280008252884188
1,12,0,5,0,7.313880169386086
2,32,0,5,0,7.0909098220799835
0,18,1,1,0,4.795790545596741
0,0,1,3,0,4.795790545596741
2,2,0,3,0,7.1316985104669115
0,0,1,4,0,4.454347296253507
0,0,0,5,0,4.795790545596741
1,1,0,5,0,7.170880792087884
1,24,0,5,0,7.0909098220799835
0,0,0,4,0,4.454347296253507
1,1,1,5,0,7.090901495650648
2,32,0,1,0,8.160803920954665
2,31,1,1,0,8.071218539969863
2,28,1,3,0,8.071218539969863
0,0,0,1,0,4.330733340286331
2,32,0,4,0,8.071218539969863
1,5,1,2,1,7.0909098220799835
1,12,1,2,1,7.313880169386086
1,1,1,1,0,7.24493440855279
2,10,0,5,1,6.621405651764134
2,32,0,4,0,7.496097345175956
0,0,0,1,1,4.51085950651685
2,32,0,3,0,7.280008252884188
2,2,0,3,0,6.621405651764134
1,12,1,3,0,7.170880792087884
0,18,1,2,0,4.795790545596741
1,5,1,5,0,7.0909098220799835
1,12,0,5,0,7.0909098220799835
1,1,0,5,1,7.170880792087884
1,1,1,4,1,7.170880792087884
0,0,0,2,0,4.795790545596741
2,32,0,4,0,8.071218539969863
2,32,1,3,0,6.7464121285733745
2,32,0,2,0,8.071218539969863
1,12,0,1,1,7.0909098220799835
0,0,0,5,1,4.795790545596741
1,12,1,1,0,7.0909098220799835
2,32,1,1,0,8.071218539969863
2,32,0,5,0,7.496097345175956
2,32,1,4,0,8.071218539969863
1,5,1,1,0,7.0909098220799835
2,32,1,4,0,7.280008252884188
0,0,0,1,0,4.795790545596741
1,1,0,4,0,7.170880792087884
0,0,0,3,0,4.795790545596741
0,18,0,4,0,4.795790545596741
0,0,0,3,0,4.454347296253507
0,0,0,2,0,4.330733340286331
2,32,0,1,1,7.0909098220799835
1,1,1,1,0,7.170880792087884
0,0,0,2,0,4.795790545596741
2,32,1,2,0,7.467942332285852
0,0,0,4,0,4.795790545596741
2,32,0,3,0,7.467942332285852
2,32,1,1,0,7.280008252884188
2,28,0,5,1,7.280008252884188
1,1,0,4,0,7.170880792087884
2,32,1,5,0,7.280008252884188
0,0,0,4,1,4.454347296253507
2,28,0,3,0,8.071218539969863
2,26,0,3,1,8.071218539969863
0,0,0,3,0,4.454347296253507
2,32,1,2,0,7.496097345175956
1,1,0,1,0,7.170880792087884
2,32,0,5,1,7.0909098220799835
2,32,0,4,0,7.0909098220799835
0,0,0,4,1,4.330733340286331
0,18,0,5,0,4.795790545596741
1,12,1,3,0,7.313880169386086
2,26,1,1,0,6.621405651764134
1,12,0,4,0,7.0909098220799835
2,32,0,3,0,7.280008252884188
0,0,1,4,1,4.795790545596741
2,3,1,4,0,6.621405651764134
2,8,1,3,1,5.860786223465865
2,2,0,1,0,8.071218539969863
0,0,1,1,0,4.795790545596741
2,16,1,5,0,8.071218539969863
2,2,1,2,0,6.621405651764134
1,1,0,5,0,7.170880792087884
2,32,1,3,0,7.467942332285852
1,12,0,1,0,7.0909098220799835
0,0,0,5,1,4.330733340286331
1,5,0,3,0,7.0909098220799835
2,8,1,3,0,5.860786223465865
