category,brand,condition,seller_reputation,log_price
0,0,0,3,4.795790545596741
1,1,1,2,7.170880792087884
2,32,0,5,7.280008252884188
0,0,1,4,4.454347296253507
2,10,0,2,7.090909822079984
0,0,0,4,4.795790545596741
0,18,1,4,4.795790545596741
2,3,0,4,6.746412128573375
1,1,0,1,7.090901495650648
2,32,0,1,8.071218539969863
0,0,1,5,4.262679877041316
2,32,1,1,7.467942332285852
2,8,1,1,5.860786223465865
1,12,1,2,7.090909822079984
0,0,0,5,4.795790545596741
1,1,1,1,7.090909822079984
0,0,0,3,4.262679877041316
0,0,1,5,4.330733340286331
2,32,1,3,7.090909822079984
0,0,0,3,5.017279836814924
2,8,0,4,5.860786223465865
1,1,1,3,7.170880792087884
0,0,0,5,4.795790545596741
2,10,1,4,7.090909822079984
2,32,1,2,7.496097345175956
0,0,0,2,4.795790545596741
2,32,0,4,7.131698510466912
2,32,0,2,7.208600337960199
0,18,0,1,4.795790545596741
0,0,1,2,4.795790545596741
2,26,0,3,8.086717920303906
1,12,1,4,7.313886831633462
1,12,0,5,7.313880169386086
2,32,0,1,8.071218539969863
2,32,0,2,7.131698510466912
1,1,1,1,7.170880792087884
0,0,1,3,4.795790545596741
2,32,0,1,7.280008252884188
1,12,0,5,7.313880169386086
2,32,0,5,7.090909822079984
0,18,1,1,4.795790545596741
0,0,1,3,4.795790545596741
2,2,0,3,7.131698510466912
0,0,1,4,4.454347296253507
0,0,0,5,4.795790545596741
1,1,0,5,7.170880792087884
1,24,0,5,7.090909822079984
0,0,0,4,4.454347296253507
1,1,1,5,7.090901495650648
2,32,0,1,8.160803920954665
2,31,1,1,8.071218539969863
2,28,1,3,8.071218539969863
0,0,0,1,4.330733340286331
2,32,0,4,8.071218539969863
1,5,1,2,7.090909822079984
1,12,1,2,7.313880169386086
1,1,1,1,7.24493440855279
2,10,0,5,6.621405651764134
2,32,0,4,7.496097345175956
0,0,0,1,4.51085950651685
2,32,0,3,7.280008252884188
2,2,0,3,6.621405651764134
1,12,1,3,7.170880792087884
0,18,1,2,4.795790545596741
1,5,1,5,7.090909822079984
1,12,0,5,7.090909822079984
1,1,0,5,7.170880792087884
1,1,1,4,7.170880792087884
0,0,0,2,4.795790545596741
2,32,0,4,8.071218539969863
2,32,1,3,6.746412128573375
2,32,0,2,8.071218539969863
1,12,0,1,7.090909822079984
0,0,0,5,4.795790545596741
1,12,1,1,7.090909822079984
2,32,1,1,8.071218539969863
2,32,0,5,7.496097345175956
2,32,1,4,8.071218539969863
1,5,1,1,7.090909822079984
2,32,1,4,7.280008252884188
0,0,0,1,4.795790545596741
1,1,0,4,7.170880792087884
0,0,0,3,4.795790545596741
0,18,0,4,4.795790545596741
0,0,0,3,4.454347296253507
0,0,0,2,4.330733340286331
2,32,0,1,7.090909822079984
1,1,1,1,7.170880792087884
0,0,0,2,4.795790545596741
2,32,1,2,7.467942332285852
0,0,0,4,4.795790545596741
2,32,0,3,7.467942332285852
2,32,1,1,7.280008252884188
2,28,0,5,7.280008252884188
1,1,0,4,7.170880792087884
2,32,1,5,7.280008252884188
0,0,0,4,4.454347296253507
2,28,0,3,8.071218539969863
2,26,0,3,8.071218539969863
0,0,0,3,4.454347296253507
2,32,1,2,7.496097345175956
1,1,0,1,7.170880792087884
2,32,0,5,7.090909822079984
2,32,0,4,7.090909822079984
0,0,0,4,4.330733340286331
0,18,0,5,4.795790545596741
1,12,1,3,7.313880169386086
2,26,1,1,6.621405651764134
1,12,0,4,7.090909822079984
2,32,0,3,7.280008252884188
0,0,1,4,4.795790545596741
2,3,1,4,6.621405651764134
2,8,1,3,5.860786223465865
2,2,0,1,8.071218539969863
0,0,1,1,4.795790545596741
2,16,1,5,8.071218539969863
2,2,1,2,6.621405651764134
1,1,0,5,7.170880792087884
2,32,1,3,7.467942332285852
1,12,0,1,7.090909822079984
0,0,0,5,4.330733340286331
1,5,0,3,7.090909822079984
2,8,1,3,5.860786223465865
